"id","ano","area","posicao_provaAzul","RMSEA.X2","crit","a","bc_homogenea","bc_aleatoria","flag_RMSEA.X2","flag_crit","flag_a","flag_bc_a","flag_polemica","flag_suspeito_1","flag_suspeito_2","flag_inadequado_1","flag_nao_contou","flag_inadequado_2"
60215,2009,"ch",40,0.0195065549781406,0,1.58771217875171,0.780625506780202,0.498892451142944,0,0,0,0,0,0,0,0,0,0
60217,2009,"ch",41,0.0442623650871826,0,0.922546526924388,0.661961312940691,0.338948970775831,0,0,0,0,0,0,0,0,0,0
60219,2009,"ch",42,0.0294108125601699,0,1.58664448650567,0.725864902873918,0.394777742006057,0,0,0,0,0,0,0,0,0,0
60223,2009,"ch",43,0.0292834331003831,0,1.25315798873039,0.664980132787121,0.318299974539233,0,0,0,0,0,0,0,0,0,0
60224,2009,"ch",44,0.0254913767671166,0,1.13265600531865,0.706755646177316,0.418443666691375,0,0,0,0,0,0,0,0,0,0
60225,2009,"ch",45,0.0375383509374249,0,0.906272679480321,0.655232856504378,0.376309381690034,0,0,0,0,0,0,0,0,0,0
57968,2009,"cn",29,0.0333738254475773,0,1.56256096863408,0.782339337303099,0.329579540042174,0,0,0,0,0,0,0,0,0,0
57978,2009,"cn",24,0.0184379726713772,0,1.87671585318426,0.832808339667103,0.435166217844639,0,0,0,0,0,0,0,0,0,0
58396,2009,"cn",39,0.0213837202453722,0,0.866498382334336,0.602692591541095,0.22436445300926,0,0,0,1,0,0,1,0,0,0
58443,2009,"cn",14,0.0429169523436578,0,1.12571075789361,0.782498792061856,0.43036488803463,0,0,0,0,0,0,0,0,0,0
59275,2009,"cn",19,0.0217151851467895,0,1.70486209982684,0.884093380905315,0.54950424064558,0,0,0,0,0,0,0,0,0,0
59286,2009,"cn",9,0.0199721095737136,0,1.08318586093717,0.70464077138624,0.379326254227376,0,0,0,0,0,0,0,0,0,0
59311,2009,"cn",40,0.0198263378822379,0,1.26110774800894,0.806168551048393,0.43238738949194,0,0,0,0,0,0,0,0,0,0
59321,2009,"cn",34,0.0254653698277892,0,0.754219777639837,0.591299329683632,0.2796841390689,0,0,0,1,0,0,1,0,0,0
60083,2009,"cn",1,0.0418874029909192,0,1.67103590252612,0.832850933111651,0.474005324827598,0,0,0,0,0,0,0,0,0,0
60084,2009,"cn",2,0.0440198745599782,0,2.05032273001815,0.932617729752287,0.643317297437534,0,0,0,0,0,0,0,0,0,0
60085,2009,"cn",3,0.0267560599812881,0,0.864626422720515,0.648707404863308,0.295333258830021,0,0,0,1,0,0,1,0,0,0
60086,2009,"cn",4,0.0209247336902552,0,1.38292265741639,0.825476444736282,0.445030814681511,0,0,0,0,0,0,0,0,0,0
60087,2009,"cn",5,0.0228387055894658,0,1.36740788072995,0.83601997488359,0.475678592448456,0,0,0,0,0,0,0,0,0,0
60088,2009,"cn",6,0.0207209666919988,0,1.50880900705858,0.844414763987158,0.451409053809336,0,0,0,0,0,0,0,0,0,0
60089,2009,"cn",7,0.0466187633686174,0,0.613803067440974,0.554177003810857,0.259830058300938,0,0,0,1,0,0,1,0,0,0
60090,2009,"cn",8,0.0261664573865114,0,1.36748559740928,0.844296625336468,0.486710399766685,0,0,0,0,0,0,0,0,0,0
60091,2009,"cn",10,0.0130012643043132,0,1.83183904266984,0.876235235595597,0.508404587741538,0,0,0,0,0,0,0,0,0,0
60092,2009,"cn",11,0.0345040987830732,0,1.54698576470237,0.869340293969676,0.561836060676241,0,0,0,0,0,0,0,0,0,0
60126,2009,"cn",12,0.017868780004187,0,1.35988593882992,0.779844386509248,0.402455821955871,0,0,0,0,0,0,0,0,0,0
60127,2009,"cn",13,0.0240855794005566,0,1.82997767172253,0.890937118427294,0.53352119219135,0,0,0,0,0,0,0,0,0,0
60128,2009,"cn",15,0.024787978654837,0,0.976755357011897,0.64188510889312,0.271986214738271,0,0,0,1,0,0,1,0,0,0
60129,2009,"cn",16,0.0471604665758985,0,1.16290734698888,0.800114481538731,0.501560348419272,0,0,0,0,0,0,0,0,0,0
60130,2009,"cn",17,0.0261471214172748,0,2.11460454505423,0.786911687091918,0.326273646717899,0,0,0,0,0,0,0,0,0,0
60131,2009,"cn",18,0.0300309269791389,0,0.669679613857434,0.579637218499935,0.248736237679689,0,0,0,1,0,0,1,0,0,0
60132,2009,"cn",20,0.0603443411536541,0,0.977590183583555,0.739235339402692,0.434647299069864,1,0,0,0,0,1,1,0,0,0
60133,2009,"cn",21,0.02776492114254,0,2.48452282297588,0.892323801016063,0.462358458151146,0,0,0,0,0,0,0,0,0,0
60134,2009,"cn",22,0.0244743010396616,0,1.83058876277983,0.90658253151069,0.577907066314813,0,0,0,0,0,0,0,0,0,0
60135,2009,"cn",23,0.0317828582128495,0,0.494914818407641,0.4519941151563,0.175682882622592,0,0,0,1,0,0,1,0,0,0
60136,2009,"cn",25,0.0220872625556437,0,1.47127459812576,0.776189534364134,0.369284249843797,0,0,0,0,0,0,0,0,0,0
60137,2009,"cn",26,0.0181637051106305,0,1.49681464017643,0.800162431662704,0.397779273900292,0,0,0,0,0,0,0,0,0,0
60138,2009,"cn",27,0.0294029741233972,0,0.678972715380618,0.367081758238176,0.0683509728247653,0,0,0,1,0,0,1,0,1,1
60139,2009,"cn",28,0.0193712830896559,0,0.973774569276504,0.68992270367334,0.311852510902999,0,0,0,0,0,0,0,0,0,0
60140,2009,"cn",30,0.0316379558788438,0,1.4605235291329,0.632362765423977,0.174309038383766,0,0,0,1,0,0,1,0,0,0
60141,2009,"cn",31,0.0422263709662193,122,0.461747876513667,0.205823449138159,0.00926624085505577,0,1,0,1,0,1,1,1,1,1
60142,2009,"cn",32,0.0290078387460256,0,0.751524961098412,0.625756862829884,0.325798177321358,0,0,0,0,0,0,0,0,0,0
60143,2009,"cn",33,0.0249613266023344,0,2.27105897108745,0.881383727028892,0.488442174829025,0,0,0,0,0,0,0,0,0,0
60144,2009,"cn",35,0.0356469546645911,0,1.59396193353372,0.604079981639729,0.147343190275306,0,0,0,1,0,0,1,0,0,0
60145,2009,"cn",36,0.0230854565346538,0,0.941144261807711,0.641312813816107,0.282772062085106,0,0,0,1,0,0,1,0,0,0
60146,2009,"cn",37,0.0170461578322688,0,1.33707681577646,0.81389472700062,0.473424783507801,0,0,0,0,0,0,0,0,0,0
60147,2009,"cn",38,0.0244398183298424,0,0.693216255784133,0.534771114170342,0.23584903107185,0,0,0,1,0,0,1,0,0,0
60148,2009,"cn",41,0.0130894549125628,0,0.713981072547242,0.542875453566117,0.230063547235917,0,0,0,1,0,0,1,0,0,0
60149,2009,"cn",42,0.0343977013318366,0,0.870533594575927,0.675656052020643,0.378599042995871,0,0,0,0,0,0,0,0,0,0
60150,2009,"cn",43,0.0244667670730943,0,1.02306091203262,0.670666784805841,0.300445310436703,0,0,0,0,0,0,0,0,0,0
60151,2009,"cn",44,0.0376741003641921,0,1.47136458784699,0.629184732227929,0.176230487822962,0,0,0,1,0,0,1,0,0,0
60152,2009,"cn",45,0.0248795751445783,0,1.19519647474895,0.672775355573737,0.264427634528624,0,0,0,1,0,0,1,0,0,0
58219,2009,"lc",19,0.0172312415495777,0,1.44126362484667,0.775034679436535,0.506867838235056,0,0,0,0,0,0,0,0,0,0
59074,2009,"lc",24,0.0366575375427841,0,1.06866935709684,0.727130849850946,0.424029037591149,0,0,0,0,0,0,0,0,0,0
59175,2009,"lc",14,0.0295873501803755,0,1.36368674495184,0.792659930183796,0.565411180682903,0,0,0,0,0,0,0,0,0,0
59558,2009,"lc",39,0.0225599821877338,0,1.7619741894782,0.715985579604857,0.400281890656993,0,0,0,0,0,0,0,0,0,0
59561,2009,"lc",34,0.0245907906710644,0,1.0762434243634,0.716069963464209,0.468434296352453,0,0,0,0,0,0,0,0,0,0
59578,2009,"lc",9,0.0177402043694554,0,1.61483435080981,0.769872186454241,0.486594107601715,0,0,0,0,0,0,0,0,0,0
59610,2009,"lc",29,0.0200024342625302,0,1.99572732039576,0.867856225693314,0.604682628768837,0,0,0,0,0,0,0,0,0,0
60123,2009,"lc",3,0.0257035674786688,0,1.09475712959102,0.731539521157315,0.431247170941627,0,0,0,0,0,0,0,0,0,0
60124,2009,"lc",2,0.0147158247627396,0,1.65315896968542,0.821130921462786,0.566992645083776,0,0,0,0,0,0,0,0,0,0
60125,2009,"lc",1,0.00674551212850634,0,0.917842781042545,0.603405374827846,0.344186930086362,0,0,0,0,0,0,0,0,0,0
60153,2009,"lc",5,0.0509635351436399,0,0.457388453366822,0.404394273204995,0.163128216755973,1,0,0,1,0,1,1,0,0,0
60154,2009,"lc",4,0.0110189945255157,0,1.6310147955359,0.815725762830646,0.563381305998202,0,0,0,0,0,0,0,0,0,0
60155,2009,"lc",8,0.0311428438815576,0,1.55995437380194,0.678893571146379,0.366635746724082,0,0,0,0,0,0,0,0,0,0
60156,2009,"lc",7,0.0535466395709747,0,1.76516404001273,0.811729457458816,0.489376853744836,1,0,0,0,0,1,1,0,0,0
60157,2009,"lc",6,0.0129622411219518,0,1.20955595189045,0.686975929350386,0.434031968533164,0,0,0,0,0,0,0,0,0,0
60158,2009,"lc",12,0.0243707178672475,0,1.73928498159977,0.857522659833433,0.593128156352764,0,0,0,0,0,0,0,0,0,0
60160,2009,"lc",10,0.0178606222231933,0,1.59503830375547,0.844774074833313,0.552603878694494,0,0,0,0,0,0,0,0,0,0
60161,2009,"lc",13,0.0357596694938098,0,1.15912550829665,0.746710089874328,0.411626144971517,0,0,0,0,0,0,0,0,0,0
60162,2009,"lc",16,0.0190159874575136,0,2.26697570000848,0.914079049346775,0.652694150879794,0,0,0,0,0,0,0,0,0,0
60163,2009,"lc",15,0.0183237739529879,0,1.02707927862853,0.59330080367588,0.316634724966825,0,0,0,0,0,0,0,0,0,0
60164,2009,"lc",18,0.0470209937280027,0,1.17313935128991,0.747265450436366,0.458215199787038,0,0,0,0,0,0,0,0,0,0
60165,2009,"lc",17,0.0371542847653913,0,0.748858465637965,0.58127021122933,0.366676737054992,0,0,0,0,0,0,0,0,0,0
60166,2009,"lc",20,0.0149894367469129,0,2.13712603843973,0.88169625518903,0.635184313787825,0,0,0,0,0,0,0,0,0,0
60167,2009,"lc",23,0.0184252668762925,0,1.47900414578092,0.719659096654075,0.434664865215001,0,0,0,0,0,0,0,0,0,0
60168,2009,"lc",21,0.0193810513841022,0,1.78651718238866,0.797888766755875,0.537260788801475,0,0,0,0,0,0,0,0,0,0
60169,2009,"lc",22,0.0218956656638271,0,1.18919099455663,0.758601185156829,0.479065547066542,0,0,0,0,0,0,0,0,0,0
60170,2009,"lc",28,0.0262195634991136,0,1.71869391425485,0.809567878325354,0.547026757062337,0,0,0,0,0,0,0,0,0,0
60171,2009,"lc",25,0.0271380732015214,0,1.42475788485827,0.822349657948081,0.551554848958789,0,0,0,0,0,0,0,0,0,0
60172,2009,"lc",27,0.0478078238839723,0,0.822709824709854,0.605333415939869,0.253226344758985,0,0,0,1,0,0,1,0,0,0
60173,2009,"lc",26,0.0251112464501181,0,1.33623758784002,0.779549025641297,0.476123906889491,0,0,0,0,0,0,0,0,0,0
60174,2009,"lc",33,0.0152793492050733,0,1.42704814320553,0.800083061331883,0.536340604088221,0,0,0,0,0,0,0,0,0,0
60175,2009,"lc",30,0.0167129147344816,0,1.27997500637861,0.752947890361277,0.475904545802125,0,0,0,0,0,0,0,0,0,0
60176,2009,"lc",32,0.00825200477853854,0,1.57723583115227,0.694423766299711,0.452898543771761,0,0,0,0,0,0,0,0,0,0
60177,2009,"lc",31,0.0150903786047199,0,1.73342066133412,0.735344361176516,0.466148206938382,0,0,0,0,0,0,0,0,0,0
60178,2009,"lc",35,0.0197203974434185,0,1.06687445460781,0.69452546189448,0.400560712396412,0,0,0,0,0,0,0,0,0,0
60179,2009,"lc",36,0.0277529374586302,0,1.23253519316465,0.766081159426239,0.509784206841169,0,0,0,0,0,0,0,0,0,0
60180,2009,"lc",37,0.028078325285326,0,1.29191551963033,0.787889553105483,0.514499165944359,0,0,0,0,0,0,0,0,0,0
60213,2009,"lc",38,0.0161502738650977,0,1.39066807621959,0.802481901610549,0.52417043209252,0,0,0,0,0,0,0,0,0,0
60214,2009,"lc",40,0.0134070742634546,0,1.09763244701896,0.635722979213924,0.36189318791501,0,0,0,0,0,0,0,0,0,0
60216,2009,"lc",45,0.0367827657249977,0,1.25546258406485,0.587906673952179,0.246127598157415,0,0,0,1,0,0,1,0,0,0
60218,2009,"lc",43,0.0197670354521776,0,1.78044472487524,0.764239753077923,0.475985066824142,0,0,0,0,1,0,0,0,0,0
60220,2009,"lc",42,0.0217493911543046,0,1.82268138075841,0.789154991451142,0.509871271287684,0,0,0,0,1,0,0,0,0,0
60221,2009,"lc",44,0.0102356596008817,0,1.26215419632595,0.696821036882879,0.454461032644016,0,0,0,0,0,0,0,0,0,0
60222,2009,"lc",41,0.0277966457434872,0,1.52059440457384,0.659578609636521,0.314608404047028,0,0,0,0,0,0,0,0,0,0
58608,2009,"mt",24,0.0218092569828803,0,2.39099907388329,0.954761604454958,0.567083282244405,0,0,0,0,0,0,0,0,0,0
58672,2009,"mt",9,0.0381992720387071,0,0.863878887875996,0.637018970790663,0.220865443881831,0,0,0,1,0,0,1,0,0,0
58675,2009,"mt",39,0.0491859505246691,0,0.457789124347813,0.418815502606638,0.166552690238297,0,0,0,1,0,0,1,0,0,0
58784,2009,"mt",19,0.0234989185467775,0,1.9158845031762,0.91725091374747,0.503539216971542,0,0,0,0,0,0,0,0,0,0
58815,2009,"mt",29,0.0244892974628319,0,1.20626151158644,0.804879145255057,0.419729224251764,0,0,0,0,0,0,0,0,0,0
59010,2009,"mt",34,0.0247056872225622,0,1.37839625525663,0.816733562950517,0.381655700233161,0,0,0,0,0,0,0,0,0,0
59484,2009,"mt",14,0.0486174543434929,0,1.18890129319245,0.785932164484939,0.394506019314524,0,0,0,0,0,0,0,0,0,0
60226,2009,"mt",2,0.0296899989824868,0,2.00897941165226,0.923080806704004,0.546426693985971,0,0,0,0,0,0,0,0,0,0
60227,2009,"mt",3,0.0216094400363168,0,1.28208291439165,0.780548684077364,0.432256774220776,0,0,0,0,0,0,0,0,0,0
60228,2009,"mt",4,0.0222360784490017,0,0.892452716179632,0.683419679898777,0.28848096139205,0,0,0,1,0,0,1,0,0,0
60229,2009,"mt",1,0.0206281594238344,0,1.66436815697833,0.821605085156982,0.380093099626494,0,0,0,0,0,0,0,0,0,0
60230,2009,"mt",6,0.0243129449355477,0,1.70829763026037,0.895082251626788,0.492737372376439,0,0,0,0,0,0,0,0,0,0
60231,2009,"mt",5,0.0211458930080776,0,1.39431750688647,0.822760377669628,0.383748798182217,0,0,0,0,0,0,0,0,0,0
60232,2009,"mt",7,0.0303937906611446,0,1.19160154158297,0.808874954739075,0.425657453882777,0,0,0,0,0,0,0,0,0,0
60233,2009,"mt",8,0.0255255915879983,0,0.714268988613052,0.578200050234422,0.274360482636343,0,0,0,1,0,0,1,0,0,0
60234,2009,"mt",44,0.0391356971126053,0,0.692059642907094,0.546176868964733,0.187233722438714,0,0,0,1,0,0,1,0,0,0
60235,2009,"mt",12,0.0357077242379737,0,1.4751951153685,0.861462433716228,0.442596641642434,0,0,0,0,0,0,0,0,0,0
60236,2009,"mt",45,0.0688345516566396,240,0.186714505077157,0.141810514047322,0.0968812620829428,1,1,1,1,0,1,1,1,1,1
60237,2009,"mt",10,0.0278374569381292,0,1.41692936242765,0.720014912777298,0.221398533864109,0,0,0,1,0,0,1,0,0,0
60238,2009,"mt",42,0.0367321123487129,0,0.717821185114691,0.576430604440914,0.229740058322294,0,0,0,1,0,0,1,0,0,0
60239,2009,"mt",13,0.0551884378264112,0,0.446037399487992,0.4381723896431,0.240066763263315,1,0,0,1,0,1,1,0,0,0
60240,2009,"mt",43,0.0309208203941377,0,0.468355299522666,0.368013510537244,0.168464331116952,0,0,0,1,0,0,1,0,0,0
60241,2009,"mt",11,0.0350267423578964,0,1.27630167015208,0.820521337016774,0.442030535070442,0,0,0,0,0,0,0,0,0,0
60242,2009,"mt",40,0.0410826267638261,0,0.480971888261189,0.408490273475484,0.154755033328588,0,0,0,1,0,0,1,0,0,0
60243,2009,"mt",15,0.0329280298001723,0,1.03944942088761,0.755172621677567,0.413804243380642,0,0,0,0,0,0,0,0,0,0
60244,2009,"mt",41,0.0348968917818035,0,0.673781739145419,0.564749983888071,0.234046656371857,0,0,0,1,0,0,1,0,0,0
60245,2009,"mt",18,0.0316118730041227,0,1.08885582110012,0.732125095469325,0.289849450493621,0,0,0,1,0,0,1,0,0,0
60246,2009,"mt",16,0.0249466307684547,0,1.25785215842326,0.820413890795135,0.433584575651838,0,0,0,0,0,0,0,0,0,0
60247,2009,"mt",17,0.0264052071295487,0,1.3833095215954,0.780222581552206,0.341710675357781,0,0,0,0,0,0,0,0,0,0
60248,2009,"mt",23,0.0414946644497415,0,0.640112693596296,0.553993539277893,0.258937380535044,0,0,0,1,0,0,1,0,0,0
60249,2009,"mt",20,0.0344570573843666,0,1.2163039499096,0.768368421323686,0.317495162817609,0,0,0,0,0,0,0,0,0,0
60250,2009,"mt",22,0.0289268883631822,0,0.712766907280897,0.530267720946788,0.195082355917685,0,0,0,1,0,0,1,0,0,0
60251,2009,"mt",21,0.0251766863245877,0,0.997344999206604,0.701385803338331,0.289731284939138,0,0,0,1,0,0,1,0,0,0
60252,2009,"mt",26,0.0384351329776778,0,0.717359547106038,0.574527892586667,0.225314023483477,0,0,0,1,0,0,1,0,0,0
60253,2009,"mt",25,0.035013059842088,0,0.858868856730386,0.689152314263349,0.358762190712659,0,0,0,0,0,0,0,0,0,0
60254,2009,"mt",27,0.0259972683224182,0,0.984841656746597,0.706458023740003,0.291864075149868,0,0,0,1,0,0,1,0,0,0
60255,2009,"mt",28,0.0246889590166004,0,1.48733336731724,0.850346605470468,0.402100745877686,0,0,0,0,0,0,0,0,0,0
60256,2009,"mt",31,0.0422953871873599,0,0.547914251752656,0.510077021001063,0.267479835476747,0,0,0,1,0,0,1,0,0,0
60257,2009,"mt",30,0.0272469612181451,0,0.747157212922654,0.581235438031082,0.227511393314202,0,0,0,1,0,0,1,0,0,0
60258,2009,"mt",33,0.0373101061571313,0,0.795331506445058,0.577690990853836,0.210107677714168,0,0,0,1,0,0,1,0,0,0
60259,2009,"mt",32,0.0339433884835205,0,1.53434877783079,0.807142826124613,0.352149537965298,0,0,0,0,0,0,0,0,0,0
60260,2009,"mt",38,0.0487359285083665,0,0.668174433776304,0.52600379064995,0.183708679085109,0,0,0,1,0,0,1,0,0,0
60261,2009,"mt",36,0.0590048312144305,126,0.229694334749564,0.228185768662666,0.126276390650026,1,1,1,1,0,1,1,1,1,1
60262,2009,"mt",37,0.0399711554121633,0,0.386567314347173,0.35535496990242,0.172869842751404,0,0,0,1,0,0,1,0,0,0
60263,2009,"mt",35,0.0344548569272444,0,0.833239206178832,0.590372478624547,0.216542860072619,0,0,0,1,0,0,1,0,0,0
57779,2010,"ch",19,0.0459716603756031,0,0.930016973060305,0.629819211592915,0.242719600291289,0,0,0,1,0,0,1,0,0,0
58085,2010,"ch",31,0.0198621215326096,0,1.31379248517591,0.613109419447078,0.254781543285782,0,0,0,1,0,0,1,0,0,0
58249,2010,"ch",4,0.0253470789896076,0,2.04006256837978,0.874776085132924,0.557718988571805,0,0,0,0,0,0,0,0,0,0
58263,2010,"ch",16,0.0237614530189264,0,1.61156261910861,0.833086844066748,0.568477530574397,0,0,0,0,0,0,0,0,0,0
58553,2010,"ch",25,0.0211734001325698,0,0.832600845859523,0.457645393439586,0.201512272497836,0,0,0,1,0,0,1,0,1,1
58919,2010,"ch",37,0.0432046265255639,0,1.67520917090538,0.833442583598309,0.484585603588148,0,0,0,0,0,0,0,0,0,0
58951,2010,"ch",13,0.019028403794258,0,1.04927521402871,0.685546754503744,0.384400485369137,0,0,0,0,0,0,0,0,0,0
70695,2010,"ch",45,0.0276081662862573,0,1.4193311636673,0.722863006334223,0.345525338575563,0,0,0,0,0,0,0,0,0,0
70736,2010,"ch",35,0.0257700120629028,0,1.55009430656753,0.837196905496931,0.523754966723531,0,0,0,0,1,0,0,0,0,0
70759,2010,"ch",20,0.0226374826593727,0,2.64524079315674,0.918229221027617,0.644031365577089,0,0,0,0,0,0,0,0,0,0
70778,2010,"ch",33,0.0203952251263646,0,2.06529516640288,0.816729405263441,0.510614048290279,0,0,0,0,1,0,0,0,0,0
70789,2010,"ch",10,0.0248941430173776,0,1.85631536537701,0.876597197342254,0.576921180465068,0,0,0,0,0,0,0,0,0,0
70957,2010,"ch",40,0.0242712945537761,0,1.23796469754056,0.765511584110881,0.458137987897106,0,0,0,0,0,0,0,0,0,0
70981,2010,"ch",28,0.0292459994450306,0,1.03533980392482,0.697427626765473,0.360840264282351,0,0,0,0,0,0,0,0,0,0
70983,2010,"ch",43,0.0189814113403052,0,2.03060978195896,0.89166226891857,0.589171061855836,0,0,0,0,0,0,0,0,0,0
71003,2010,"ch",29,0.0420398448335661,0,1.02089059282373,0.708996378464771,0.464440225414143,0,0,0,0,0,0,0,0,0,0
71165,2010,"ch",11,0.0256797776300337,0,2.11403352781561,0.890769743943291,0.587191656793685,0,0,0,0,0,0,0,0,0,0
71256,2010,"ch",26,0.0310615073735635,0,1.85915464690896,0.665537057841936,0.268466436784646,0,0,0,1,0,0,1,0,0,0
71319,2010,"ch",17,0.0264500844092229,0,1.77624552171149,0.840420686822543,0.522326858741273,0,0,0,0,0,0,0,0,0,0
71797,2010,"ch",27,0.0221628462013149,0,1.69624748479413,0.824291310090799,0.518893603981746,0,0,0,0,0,0,0,0,0,0
71933,2010,"ch",1,0.0181228553602453,0,1.73397036994678,0.81139844650236,0.492826652327991,0,0,0,0,0,0,0,0,0,0
71954,2010,"ch",21,0.0464852262459924,0,0.309299405366294,0.237544853420489,0.0255736929475027,0,0,1,1,0,1,1,1,1,1
71968,2010,"ch",44,0.0155356347796446,0,1.91675923611895,0.858861494458026,0.556734942553631,0,0,0,0,0,0,0,0,0,0
71987,2010,"ch",7,0.0171480474856846,0,1.97165142225066,0.72709269619282,0.421284345100953,0,0,0,0,0,0,0,0,0,0
71990,2010,"ch",2,0.0143234741500208,0,1.1548466520368,0.725465375370831,0.412896613365416,0,0,0,0,0,0,0,0,0,0
